Transaction_ID,Date,Time,Amount,Description,Merchant,Category
TX0340,2024-07-22,12:05:00,251.84,Internet bill,Mobile Carrier,Bills
TX0341,2024-08-21,12:50:00,1220.46,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0342,2024-08-24,20:29:00,64.16,Bus ticket,Local Transit,Transportation
TX0343,2024-07-09,18:05:00,22.4,Dinner at restaurant,McDonalds,Food & Beverage
TX0344,2025-02-03,15:22:00,42.94,Movie tickets,AMC Theatres,Entertainment
TX0345,2024-10-27,20:26:00,463.01,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0346,2024-07-09,20:06:00,97.45,Pharmacy purchase,Local Clinic,Healthcare
TX0347,2024-06-19,20:31:00,83.77,Bulk food items,Costco,Groceries
TX0348,2024-04-01,15:38:00,54.89,Movie tickets,AMC Theatres,Entertainment
TX0349,2024-08-07,12:42:00,7.87,Taxi service,Local Transit,Transportation
TX0350,2025-03-11,18:49:00,9.06,Taxi service,Uber,Transportation
TX0351,2025-03-14,12:40:00,83.98,Movie tickets,Spotify,Entertainment
TX0352,2025-02-13,22:42:00,20.88,Dinner at restaurant,Starbucks,Food & Beverage
TX0353,2024-09-10,20:28:00,26.38,Lunch meal,Dunkin,Food & Beverage
TX0354,2024-09-27,12:08:00,30.12,Concert tickets,Spotify,Entertainment
TX0355,2024-06-04,12:23:00,60.04,Internet bill,Internet Provider,Bills
TX0356,2025-01-07,18:58:00,76.85,Supermarket shopping,Walmart,Groceries
TX0357,2024-09-22,20:26:00,46.89,Bus ticket,Local Transit,Transportation
TX0358,2024-05-01,18:26:00,164.52,Grocery store purchase,Walmart,Groceries
TX0359,2024-07-12,12:08:00,36.88,Streaming subscription,Spotify,Entertainment
TX0360,2024-04-24,22:19:00,68.19,Streaming subscription,Netflix,Entertainment
TX0361,2024-09-28,12:16:00,18.7,Ride fare,Lyft,Transportation
TX0362,2024-09-12,20:18:00,252.13,Internet bill,Internet Provider,Bills
TX0363,2025-01-16,18:01:00,135.02,Bulk food items,Target,Groceries
TX0364,2024-07-30,20:04:00,17.56,Lunch meal,Dunkin,Food & Beverage
TX0365,2024-06-04,08:38:00,21.83,Coffee purchase,McDonalds,Food & Beverage
TX0366,2024-07-28,22:29:00,42.36,Coffee purchase,Subway,Food & Beverage
TX0367,2024-07-07,18:05:00,67.99,Ride fare,Lyft,Transportation
TX0368,2024-10-16,22:05:00,19.89,Coffee purchase,McDonalds,Food & Beverage
TX0369,2025-02-28,20:36:00,10.73,Concert tickets,AMC Theatres,Entertainment
TX0370,2024-06-11,08:37:00,173.62,Bulk food items,Walmart,Groceries
TX0371,2025-03-29,08:32:00,37.2,Taxi service,Uber,Transportation
TX0372,2024-11-21,12:36:00,12.36,Movie tickets,Netflix,Entertainment
TX0373,2024-09-13,20:58:00,120.27,Health supplement,Local Clinic,Healthcare
TX0374,2024-05-05,18:48:00,217.78,Doctor appointment fee,Local Clinic,Healthcare
TX0375,2024-11-05,18:22:00,49.44,Bus ticket,Lyft,Transportation
TX0376,2024-06-30,20:52:00,16.84,Coffee purchase,Subway,Food & Beverage
TX0377,2025-03-18,20:17:00,316.44,Pharmacy purchase,Local Clinic,Healthcare
TX0378,2024-12-20,15:52:00,13.48,Coffee purchase,Subway,Food & Beverage
TX0379,2024-04-05,15:15:00,25.59,Dinner at restaurant,Subway,Food & Beverage
TX0380,2024-03-29,18:51:00,61.37,Monthly bill payment,Local Utility,Bills
TX0381,2024-06-28,18:34:00,12.27,Lunch meal,Dunkin,Food & Beverage
TX0382,2024-10-23,20:23:00,196.42,Monthly bill payment,Local Utility,Bills
TX0383,2024-04-12,18:10:00,35.01,Bulk food items,Costco,Groceries
TX0384,2024-06-08,20:29:00,25.19,Concert tickets,Netflix,Entertainment
TX0385,2025-03-26,22:07:00,184.41,Bulk food items,Target,Groceries
TX0386,2024-07-27,20:44:00,15.33,Movie tickets,Spotify,Entertainment
TX0387,2024-12-08,20:30:00,340.41,Monthly bill payment,Mobile Carrier,Bills
TX0388,2024-07-08,20:15:00,311.65,Health supplement,CVS Pharmacy,Healthcare
TX0389,2024-08-12,18:04:00,281.92,Doctor appointment fee,Walgreens,Healthcare
TX0390,2024-11-11,22:48:00,178.09,Monthly bill payment,Internet Provider,Bills
TX0391,2024-10-22,08:43:00,106.19,Bulk food items,Walmart,Groceries
TX0392,2025-01-15,22:42:00,150.89,Pharmacy purchase,Local Clinic,Healthcare
TX0393,2024-04-28,22:18:00,173.28,Grocery store purchase,Costco,Groceries
TX0394,2024-05-17,08:41:00,19.17,Taxi service,Lyft,Transportation
TX0395,2024-07-27,22:54:00,8.32,Dinner at restaurant,Starbucks,Food & Beverage
TX0396,2024-06-18,18:44:00,47.36,Taxi service,Local Transit,Transportation
TX0397,2024-08-26,20:24:00,210.35,Monthly bill payment,Local Utility,Bills
TX0398,2024-10-06,18:52:00,214.22,Bulk food items,Target,Groceries
TX0399,2024-11-26,20:07:00,29.01,Taxi service,Lyft,Transportation
TX0400,2024-12-24,20:38:00,29.47,Coffee purchase,Subway,Food & Beverage
TX0401,2024-07-09,18:13:00,65.97,Movie tickets,AMC Theatres,Entertainment
TX0402,2024-05-18,12:50:00,151.6,Pharmacy purchase,Local Clinic,Healthcare
TX0403,2025-01-16,18:37:00,149.87,Monthly bill payment,Mobile Carrier,Bills
TX0404,2025-01-27,18:19:00,276.16,Health supplement,CVS Pharmacy,Healthcare
TX0405,2024-04-17,20:49:00,48.16,Grocery store purchase,Walmart,Groceries
TX0406,2024-11-06,18:32:00,1068.98,Internet bill,Mobile Carrier,Bills
TX0407,2024-10-01,15:32:00,233.16,Monthly bill payment,Mobile Carrier,Bills
TX0408,2024-09-16,22:33:00,200.34,Internet bill,Local Utility,Bills
TX0409,2024-05-15,12:43:00,87.72,Dinner at restaurant,Dunkin,Food & Beverage
TX0410,2024-09-02,20:03:00,14.39,Ride fare,Lyft,Transportation
TX0411,2025-01-31,18:49:00,92.49,Movie tickets,Netflix,Entertainment
TX0412,2024-04-21,08:45:00,56.21,Movie tickets,Netflix,Entertainment
TX0413,2024-04-09,18:34:00,21.01,Bus ticket,Uber,Transportation
TX0414,2025-02-18,20:39:00,8.26,Taxi service,Local Transit,Transportation
TX0415,2024-08-25,20:36:00,80.24,Doctor appointment fee,Walgreens,Healthcare
TX0416,2025-02-04,18:17:00,77.9,Movie tickets,AMC Theatres,Entertainment
TX0417,2025-02-05,18:18:00,243.8,Electricity bill,Mobile Carrier,Bills
TX0418,2024-07-13,12:16:00,372.49,Electricity bill,Internet Provider,Bills
TX0419,2024-08-03,20:43:00,212.96,Grocery store purchase,Walmart,Groceries
TX0420,2024-04-17,12:43:00,427.56,Pharmacy purchase,Local Clinic,Healthcare
TX0421,2025-01-21,18:47:00,36.68,Concert tickets,AMC Theatres,Entertainment
TX0422,2024-09-05,20:13:00,55.3,Bulk food items,Target,Groceries
TX0423,2025-01-01,18:50:00,168.32,Internet bill,Mobile Carrier,Bills
TX0424,2024-08-06,18:35:00,79.74,Supermarket shopping,Target,Groceries
TX0425,2024-07-02,20:02:00,88.85,Concert tickets,AMC Theatres,Entertainment
TX0426,2024-12-11,12:31:00,58.24,Monthly bill payment,Local Utility,Bills
TX0427,2024-12-05,15:57:00,27.31,Coffee purchase,Starbucks,Food & Beverage
TX0428,2024-12-15,20:47:00,66.64,Concert tickets,Spotify,Entertainment
TX0429,2024-12-16,20:48:00,200.78,Monthly bill payment,Internet Provider,Bills
TX0430,2024-09-26,15:02:00,20.12,Coffee purchase,Starbucks,Food & Beverage
TX0431,2025-03-14,22:58:00,160.0,Supermarket shopping,Costco,Groceries
TX0432,2024-11-25,12:10:00,22.84,Lunch meal,Starbucks,Food & Beverage
TX0433,2024-09-01,20:41:00,435.97,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0434,2025-01-05,22:15:00,68.18,Internet bill,Local Utility,Bills
TX0435,2024-09-13,22:29:00,283.91,Monthly bill payment,Local Utility,Bills
TX0436,2025-03-30,08:29:00,47.15,Ride fare,Lyft,Transportation
TX0437,2024-09-23,22:48:00,433.22,Doctor appointment fee,Walgreens,Healthcare
TX0438,2024-10-30,18:38:00,14.79,Lunch meal,Dunkin,Food & Beverage
TX0439,2025-01-13,18:32:00,84.99,Streaming subscription,Spotify,Entertainment
TX0440,2024-05-13,20:27:00,30.29,Streaming subscription,Netflix,Entertainment
TX0441,2024-06-16,22:26:00,79.29,Internet bill,Mobile Carrier,Bills
TX0442,2025-03-26,22:43:00,23.69,Bus ticket,Local Transit,Transportation
TX0443,2024-12-12,18:12:00,82.71,Concert tickets,Spotify,Entertainment
TX0444,2024-07-18,08:47:00,25.85,Ride fare,Uber,Transportation
TX0445,2025-02-12,15:39:00,304.86,Doctor appointment fee,Walgreens,Healthcare
TX0446,2024-04-26,12:28:00,496.11,Doctor appointment fee,Walgreens,Healthcare
TX0447,2025-02-22,22:33:00,53.28,Bus ticket,Local Transit,Transportation
TX0448,2024-04-14,20:44:00,41.64,Bus ticket,Uber,Transportation
TX0449,2025-02-13,22:52:00,34.25,Bus ticket,Uber,Transportation
TX0450,2024-07-02,15:43:00,887.56,Doctor appointment fee,Walgreens,Healthcare
TX0451,2025-03-01,08:07:00,68.3,Doctor appointment fee,Walgreens,Healthcare
TX0452,2024-07-28,15:42:00,44.52,Bus ticket,Uber,Transportation
TX0453,2024-09-20,15:50:00,135.21,Monthly bill payment,Local Utility,Bills
TX0454,2025-01-07,20:56:00,67.7,Concert tickets,Spotify,Entertainment
TX0455,2025-01-28,08:04:00,61.75,Concert tickets,Spotify,Entertainment
TX0456,2024-04-04,15:59:00,149.71,Internet bill,Mobile Carrier,Bills
TX0457,2024-04-03,22:44:00,7.46,Dinner at restaurant,Dunkin,Food & Beverage
TX0458,2024-12-03,12:17:00,195.11,Supermarket shopping,Walmart,Groceries
TX0459,2024-07-27,22:27:00,649.85,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0460,2025-01-02,18:31:00,143.42,Bulk food items,Costco,Groceries
TX0461,2024-08-16,18:11:00,14.71,Dinner at restaurant,Dunkin,Food & Beverage
TX0462,2024-05-03,20:05:00,71.02,Streaming subscription,AMC Theatres,Entertainment
TX0463,2024-07-04,20:23:00,27.57,Lunch meal,Dunkin,Food & Beverage
TX0464,2024-05-29,18:48:00,285.27,Internet bill,Internet Provider,Bills
TX0465,2024-12-02,18:41:00,167.64,Bulk food items,Costco,Groceries
TX0466,2024-10-19,18:19:00,95.67,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0467,2025-01-23,20:48:00,47.61,Concert tickets,Spotify,Entertainment
TX0468,2025-03-15,18:23:00,42.26,Ride fare,Uber,Transportation
TX0469,2025-02-26,20:45:00,247.0,Internet bill,Mobile Carrier,Bills
TX0470,2024-11-02,12:49:00,212.68,Electricity bill,Local Utility,Bills
TX0471,2024-10-05,08:50:00,19.79,Streaming subscription,AMC Theatres,Entertainment
TX0472,2025-01-13,20:18:00,134.37,Pharmacy purchase,Walgreens,Healthcare
TX0473,2025-03-11,12:02:00,89.24,Bulk food items,Walmart,Groceries
TX0474,2024-06-18,20:42:00,93.41,Movie tickets,Spotify,Entertainment
TX0475,2024-05-12,15:24:00,42.58,Taxi service,Lyft,Transportation
TX0476,2024-04-14,20:34:00,95.16,Supermarket shopping,Walmart,Groceries
TX0477,2025-02-09,12:54:00,11.87,Lunch meal,Starbucks,Food & Beverage
TX0478,2024-05-09,18:36:00,461.27,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0479,2025-02-24,15:43:00,216.18,Internet bill,Internet Provider,Bills
TX0480,2025-02-20,18:38:00,64.1,Movie tickets,AMC Theatres,Entertainment
TX0481,2024-07-16,18:29:00,28.55,Bus ticket,Lyft,Transportation
TX0482,2024-08-30,08:02:00,282.3,Monthly bill payment,Internet Provider,Bills
TX0483,2024-11-23,20:53:00,77.32,Health supplement,Local Clinic,Healthcare
TX0484,2024-08-14,12:33:00,34.48,Ride fare,Local Transit,Transportation
TX0485,2024-04-11,22:09:00,261.87,Internet bill,Internet Provider,Bills
TX0486,2024-12-02,20:32:00,14.19,Lunch meal,Subway,Food & Beverage
TX0487,2024-11-23,18:19:00,205.26,Internet bill,Mobile Carrier,Bills
TX0488,2024-12-30,18:05:00,43.18,Taxi service,Uber,Transportation
TX0489,2025-02-23,18:43:00,49.7,Streaming subscription,AMC Theatres,Entertainment
TX0490,2024-08-04,20:42:00,47.21,Ride fare,Local Transit,Transportation
TX0491,2024-04-23,20:39:00,6.73,Lunch meal,Starbucks,Food & Beverage
TX0492,2024-07-23,08:25:00,300.65,Health supplement,Walgreens,Healthcare
TX0493,2024-10-20,20:09:00,493.3,Health supplement,Local Clinic,Healthcare
TX0494,2025-01-03,18:25:00,75.43,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0495,2025-03-19,18:23:00,259.73,Health supplement,Local Clinic,Healthcare
TX0496,2024-12-01,20:54:00,41.58,Lunch meal,McDonalds,Food & Beverage
TX0497,2024-09-24,22:48:00,126.78,Grocery store purchase,Walmart,Groceries
TX0498,2024-11-03,20:06:00,158.66,Bulk food items,Costco,Groceries
TX0499,2024-05-26,20:00:00,16.47,Coffee purchase,McDonalds,Food & Beverage
TX0500,2024-04-02,15:48:00,106.74,Internet bill,Mobile Carrier,Bills
TX0501,2024-12-12,20:59:00,179.38,Grocery store purchase,Target,Groceries
TX0502,2025-03-10,20:50:00,159.38,Supermarket shopping,Walmart,Groceries
TX0503,2024-05-22,12:44:00,71.92,Monthly bill payment,Internet Provider,Bills
TX0504,2024-08-18,22:48:00,97.2,Movie tickets,AMC Theatres,Entertainment
TX0505,2024-04-06,22:49:00,19.76,Movie tickets,Netflix,Entertainment
TX0506,2024-07-03,08:59:00,29.23,Coffee purchase,Starbucks,Food & Beverage
TX0507,2025-03-05,12:56:00,10.87,Ride fare,Uber,Transportation
TX0508,2024-04-26,18:49:00,23.35,Dinner at restaurant,Dunkin,Food & Beverage
TX0509,2024-05-17,22:25:00,263.74,Electricity bill,Local Utility,Bills
TX0510,2025-02-10,20:59:00,27.24,Coffee purchase,Starbucks,Food & Beverage
TX0511,2024-05-07,20:54:00,20.51,Lunch meal,Starbucks,Food & Beverage
TX0512,2024-10-25,12:18:00,175.85,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0513,2024-08-04,20:36:00,418.08,Doctor appointment fee,Walgreens,Healthcare
TX0514,2024-10-07,12:13:00,442.24,Health supplement,CVS Pharmacy,Healthcare
TX0515,2024-06-21,20:32:00,42.67,Bus ticket,Lyft,Transportation
TX0516,2025-03-06,15:00:00,10.46,Movie tickets,Spotify,Entertainment
TX0517,2024-10-07,18:58:00,195.74,Supermarket shopping,Costco,Groceries
TX0518,2025-02-04,12:27:00,5.72,Dinner at restaurant,Subway,Food & Beverage
TX0519,2024-10-27,20:35:00,660.23,Doctor appointment fee,Walgreens,Healthcare
TX0520,2024-08-04,15:04:00,49.44,Concert tickets,Netflix,Entertainment
TX0521,2024-10-03,18:34:00,16.78,Coffee purchase,Subway,Food & Beverage
TX0522,2024-10-01,20:40:00,97.64,Bulk food items,Costco,Groceries
TX0523,2024-12-03,20:24:00,312.97,Pharmacy purchase,Walgreens,Healthcare
TX0524,2025-02-17,08:07:00,96.45,Concert tickets,AMC Theatres,Entertainment
TX0525,2024-04-01,20:44:00,486.09,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0526,2025-03-01,20:24:00,22.95,Dinner at restaurant,Dunkin,Food & Beverage
TX0527,2024-05-17,20:43:00,178.45,Internet bill,Internet Provider,Bills
TX0528,2025-03-01,18:06:00,325.62,Doctor appointment fee,Walgreens,Healthcare
TX0529,2024-11-12,22:06:00,29.36,Ride fare,Local Transit,Transportation
TX0530,2024-11-16,08:51:00,50.18,Concert tickets,AMC Theatres,Entertainment
TX0531,2024-12-11,18:09:00,21.72,Dinner at restaurant,Dunkin,Food & Beverage
TX0532,2025-01-18,12:01:00,12.12,Dinner at restaurant,Starbucks,Food & Beverage
TX0533,2024-08-02,18:26:00,197.42,Health supplement,Walgreens,Healthcare
TX0534,2024-07-13,20:28:00,35.26,Dinner at restaurant,Dunkin,Food & Beverage
TX0535,2024-04-09,18:04:00,49.89,Ride fare,Uber,Transportation
TX0536,2024-12-10,12:25:00,110.68,Bulk food items,Walmart,Groceries
TX0537,2024-05-17,18:33:00,15.57,Dinner at restaurant,McDonalds,Food & Beverage
TX0538,2025-01-27,08:49:00,173.86,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0539,2024-10-09,08:42:00,31.56,Streaming subscription,Spotify,Entertainment
TX0540,2024-05-13,20:11:00,25.26,Concert tickets,Netflix,Entertainment
TX0541,2024-07-22,18:29:00,382.43,Pharmacy purchase,Local Clinic,Healthcare
TX0542,2024-06-24,20:49:00,280.21,Internet bill,Local Utility,Bills
TX0543,2024-07-14,18:50:00,251.63,Internet bill,Mobile Carrier,Bills
TX0544,2024-11-17,22:40:00,389.4,Electricity bill,Mobile Carrier,Bills
TX0545,2024-11-17,18:16:00,67.76,Bus ticket,Local Transit,Transportation
TX0546,2024-04-13,22:10:00,305.32,Internet bill,Internet Provider,Bills
TX0547,2024-06-22,18:02:00,43.32,Ride fare,Lyft,Transportation
TX0548,2025-01-13,15:22:00,12.0,Dinner at restaurant,Subway,Food & Beverage
TX0549,2024-04-18,20:17:00,107.83,Supermarket shopping,Costco,Groceries
TX0550,2024-09-28,15:53:00,192.15,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0551,2024-05-17,15:45:00,14.78,Ride fare,Uber,Transportation
TX0552,2025-02-16,08:14:00,220.53,Bulk food items,Target,Groceries
TX0553,2024-12-31,12:33:00,25.14,Coffee purchase,Subway,Food & Beverage
TX0554,2024-08-31,20:24:00,12.33,Movie tickets,AMC Theatres,Entertainment
TX0555,2024-09-21,08:24:00,141.92,Internet bill,Mobile Carrier,Bills
TX0556,2024-05-16,20:00:00,284.09,Monthly bill payment,Local Utility,Bills
TX0557,2024-10-20,20:39:00,251.19,Electricity bill,Internet Provider,Bills
TX0558,2024-06-21,12:52:00,212.44,Internet bill,Mobile Carrier,Bills
TX0559,2024-07-17,12:22:00,15.64,Ride fare,Local Transit,Transportation
TX0560,2024-07-30,20:13:00,103.31,Electricity bill,Local Utility,Bills
TX0561,2025-03-13,22:56:00,135.82,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0562,2024-08-31,15:57:00,33.99,Coffee purchase,Subway,Food & Beverage
TX0563,2024-07-31,22:01:00,6.45,Lunch meal,Dunkin,Food & Beverage
TX0564,2024-05-24,20:02:00,51.82,Supermarket shopping,Costco,Groceries
TX0565,2024-09-26,12:12:00,19.4,Bus ticket,Local Transit,Transportation
TX0566,2024-10-06,08:56:00,20.42,Coffee purchase,Subway,Food & Beverage
TX0567,2024-07-26,08:36:00,48.7,Bus ticket,Lyft,Transportation
TX0568,2024-11-10,20:34:00,32.3,Coffee purchase,Subway,Food & Beverage
TX0569,2024-08-23,20:17:00,31.29,Taxi service,Uber,Transportation
TX0570,2024-04-29,20:39:00,39.39,Streaming subscription,Spotify,Entertainment
TX0571,2025-01-30,15:46:00,80.91,Doctor appointment fee,Walgreens,Healthcare
TX0572,2024-07-31,18:44:00,24.8,Coffee purchase,Starbucks,Food & Beverage
TX0573,2024-10-06,20:45:00,104.56,Monthly bill payment,Internet Provider,Bills
TX0574,2025-01-03,20:36:00,28.03,Streaming subscription,Netflix,Entertainment
TX0575,2024-07-31,20:54:00,18.91,Taxi service,Local Transit,Transportation
TX0576,2024-08-20,12:19:00,186.46,Bulk food items,Walmart,Groceries
TX0577,2025-01-25,22:42:00,42.46,Bus ticket,Lyft,Transportation
TX0578,2024-09-27,12:31:00,36.18,Streaming subscription,AMC Theatres,Entertainment
TX0579,2025-02-11,15:30:00,188.97,Grocery store purchase,Walmart,Groceries
TX0580,2025-02-19,08:37:00,228.57,Internet bill,Mobile Carrier,Bills
TX0581,2025-01-10,20:01:00,34.06,Bulk food items,Walmart,Groceries
TX0582,2025-01-16,22:39:00,14.12,Bus ticket,Local Transit,Transportation
TX0583,2025-01-10,20:52:00,93.38,Bulk food items,Walmart,Groceries
TX0584,2024-04-02,12:12:00,143.87,Grocery store purchase,Costco,Groceries
TX0585,2024-06-16,18:20:00,26.11,Coffee purchase,Dunkin,Food & Beverage
TX0586,2024-09-27,08:21:00,60.58,Concert tickets,AMC Theatres,Entertainment
TX0587,2024-06-13,20:09:00,53.41,Internet bill,Internet Provider,Bills
TX0588,2024-04-13,20:20:00,609.97,Health supplement,Local Clinic,Healthcare
TX0589,2024-10-19,22:09:00,16.3,Dinner at restaurant,Starbucks,Food & Beverage
TX0590,2024-08-19,22:59:00,68.25,Monthly bill payment,Local Utility,Bills
TX0591,2025-03-01,20:49:00,181.69,Bulk food items,Costco,Groceries
TX0592,2024-04-14,15:06:00,11.8,Dinner at restaurant,Dunkin,Food & Beverage
TX0593,2024-12-30,08:54:00,34.81,Supermarket shopping,Costco,Groceries
TX0594,2024-08-08,20:07:00,89.34,Movie tickets,AMC Theatres,Entertainment
TX0595,2024-12-04,12:26:00,231.79,Health supplement,CVS Pharmacy,Healthcare
TX0596,2024-08-01,20:23:00,81.55,Health supplement,Local Clinic,Healthcare
TX0597,2024-06-19,20:24:00,157.98,Grocery store purchase,Walmart,Groceries
TX0598,2024-06-24,20:17:00,345.76,Doctor appointment fee,Walgreens,Healthcare
TX0599,2024-11-19,15:26:00,443.03,Pharmacy purchase,Walgreens,Healthcare
TX0600,2024-11-17,08:53:00,86.97,Streaming subscription,Netflix,Entertainment
TX0601,2024-11-06,18:43:00,23.72,Dinner at restaurant,Subway,Food & Beverage
TX0602,2024-12-09,20:39:00,195.27,Monthly bill payment,Internet Provider,Bills
TX0603,2024-07-30,18:49:00,6.75,Coffee purchase,McDonalds,Food & Beverage
TX0604,2024-10-09,22:24:00,180.99,Health supplement,Walgreens,Healthcare
TX0605,2025-03-26,18:31:00,122.98,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0606,2025-03-17,12:01:00,20.24,Concert tickets,AMC Theatres,Entertainment
TX0607,2024-04-14,18:28:00,98.68,Bulk food items,Walmart,Groceries
TX0608,2024-07-12,08:39:00,5.3,Dinner at restaurant,Dunkin,Food & Beverage
TX0609,2025-02-14,20:28:00,47.61,Taxi service,Lyft,Transportation
TX0610,2024-10-22,20:25:00,19.14,Dinner at restaurant,McDonalds,Food & Beverage
TX0611,2024-12-19,15:54:00,21.5,Taxi service,Uber,Transportation
TX0612,2024-04-14,15:54:00,106.75,Streaming subscription,Spotify,Entertainment
TX0613,2024-05-17,18:26:00,46.54,Supermarket shopping,Costco,Groceries
TX0614,2025-01-25,12:40:00,7.35,Coffee purchase,Dunkin,Food & Beverage
TX0615,2024-06-07,18:13:00,73.34,Concert tickets,AMC Theatres,Entertainment
TX0616,2025-02-20,20:16:00,141.85,Doctor appointment fee,Local Clinic,Healthcare
TX0617,2025-02-05,08:54:00,6.99,Bus ticket,Uber,Transportation
TX0618,2025-02-01,18:56:00,648.55,Health supplement,Walgreens,Healthcare
TX0619,2024-06-18,15:09:00,71.02,Grocery store purchase,Walmart,Groceries
TX0620,2025-01-28,15:38:00,23.74,Taxi service,Local Transit,Transportation
TX0621,2025-02-19,08:48:00,69.35,Movie tickets,Spotify,Entertainment
TX0622,2025-01-20,08:37:00,86.52,Streaming subscription,Netflix,Entertainment
TX0623,2024-06-06,20:44:00,32.51,Ride fare,Lyft,Transportation
TX0624,2025-02-04,20:03:00,16.95,Lunch meal,McDonalds,Food & Beverage
TX0625,2024-06-28,20:42:00,410.08,Electricity bill,Internet Provider,Bills
TX0626,2025-03-03,18:35:00,55.49,Concert tickets,Netflix,Entertainment
TX0627,2024-06-16,08:17:00,319.06,Monthly bill payment,Internet Provider,Bills
TX0628,2024-07-18,18:24:00,191.59,Electricity bill,Local Utility,Bills
TX0629,2024-11-16,08:07:00,35.3,Ride fare,Uber,Transportation
TX0630,2024-06-22,20:54:00,7.39,Lunch meal,Starbucks,Food & Beverage
TX0631,2024-10-21,20:13:00,9.13,Coffee purchase,Dunkin,Food & Beverage
TX0632,2024-09-12,22:04:00,220.51,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0633,2024-05-29,20:00:00,464.78,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0634,2025-01-22,12:32:00,123.2,Internet bill,Local Utility,Bills
TX0635,2024-08-14,18:25:00,480.19,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0636,2024-10-17,18:20:00,226.76,Internet bill,Local Utility,Bills
TX0637,2024-10-26,15:03:00,116.18,Internet bill,Local Utility,Bills
TX0638,2025-01-27,18:57:00,64.28,Movie tickets,AMC Theatres,Entertainment
TX0639,2024-05-15,20:27:00,28.77,Bus ticket,Lyft,Transportation
TX0640,2024-06-30,18:40:00,96.46,Concert tickets,Netflix,Entertainment
TX0641,2024-06-21,20:21:00,13.67,Coffee purchase,Subway,Food & Beverage
TX0642,2024-10-21,22:32:00,47.26,Grocery store purchase,Walmart,Groceries
TX0643,2024-09-03,15:00:00,197.17,Bulk food items,Target,Groceries
TX0644,2024-07-01,20:08:00,15.99,Lunch meal,McDonalds,Food & Beverage
TX0645,2024-06-07,20:08:00,64.5,Bulk food items,Costco,Groceries
TX0646,2025-01-15,18:36:00,483.19,Health supplement,Local Clinic,Healthcare
TX0647,2024-12-18,20:47:00,172.33,Doctor appointment fee,Local Clinic,Healthcare
TX0648,2024-11-19,22:04:00,11.47,Dinner at restaurant,Dunkin,Food & Beverage
TX0649,2024-06-08,20:29:00,146.1,Electricity bill,Local Utility,Bills
TX0650,2024-08-09,22:22:00,273.31,Electricity bill,Mobile Carrier,Bills
TX0651,2025-01-30,20:23:00,338.67,Internet bill,Internet Provider,Bills
TX0652,2025-01-03,15:19:00,13.77,Bus ticket,Uber,Transportation
TX0653,2024-12-20,08:26:00,37.0,Grocery store purchase,Walmart,Groceries
TX0654,2025-02-28,20:45:00,19.71,Lunch meal,Dunkin,Food & Beverage
TX0655,2024-07-20,20:51:00,23.71,Ride fare,Local Transit,Transportation
TX0656,2025-02-02,20:32:00,240.52,Grocery store purchase,Target,Groceries
TX0657,2024-08-03,18:00:00,473.13,Doctor appointment fee,Walgreens,Healthcare
TX0658,2024-12-03,18:06:00,23.13,Ride fare,Lyft,Transportation
TX0659,2024-07-11,22:45:00,203.12,Electricity bill,Internet Provider,Bills
TX0660,2024-09-12,08:38:00,295.66,Internet bill,Local Utility,Bills
TX0661,2024-07-24,12:58:00,213.36,Health supplement,Walgreens,Healthcare
TX0662,2025-01-16,15:04:00,196.73,Electricity bill,Local Utility,Bills
TX0663,2024-12-11,12:38:00,97.78,Movie tickets,Netflix,Entertainment
TX0664,2024-04-23,12:55:00,61.06,Monthly bill payment,Internet Provider,Bills
TX0665,2024-12-02,22:58:00,87.21,Grocery store purchase,Costco,Groceries
TX0666,2024-08-17,20:45:00,39.88,Bus ticket,Lyft,Transportation
TX0667,2025-03-30,20:37:00,5.96,Coffee purchase,Subway,Food & Beverage
TX0668,2024-09-10,08:27:00,47.26,Taxi service,Local Transit,Transportation
TX0669,2024-07-16,20:07:00,34.0,Bulk food items,Costco,Groceries
TX0670,2025-02-18,22:30:00,78.37,Electricity bill,Local Utility,Bills
TX0671,2024-10-21,18:36:00,236.34,Electricity bill,Internet Provider,Bills
TX0672,2025-03-29,18:38:00,22.59,Dinner at restaurant,Subway,Food & Beverage
TX0673,2024-09-16,20:21:00,120.39,Grocery store purchase,Costco,Groceries
TX0674,2024-05-25,12:31:00,41.3,Streaming subscription,Netflix,Entertainment
TX0675,2024-07-02,15:04:00,29.59,Lunch meal,Subway,Food & Beverage
TX0676,2025-02-18,20:15:00,17.74,Taxi service,Lyft,Transportation
